order_id,date,time
689,2024-08-29,19:51:42
690,2024-04-21,19:43:48
691,2024-11-01,20:05:33
692,2024-08-16,16:23:04
693,2024-10-15,07:53:35
694,2024-09-15,11:34:09
695,2024-03-25,13:33:28
696,2024-02-29,18:45:37
697,2024-09-07,05:32:28
698,2024-01-29,14:32:26
699,2024-08-21,17:35:29
700,2024-12-10,19:46:01
701,2024-07-21,12:00:47
702,2024-04-21,17:02:27
703,2024-06-25,18:34:03
704,2024-02-05,23:30:02
705,2024-05-26,14:49:08
706,2024-11-24,22:41:26
707,2024-07-10,23:24:28
708,2024-07-12,13:43:42
709,2024-10-03,08:55:22
710,2024-03-01,10:34:25
711,2024-09-27,08:14:53
712,2024-01-02,19:19:29
713,2024-12-10,18:27:34
714,2024-07-13,19:15:29
715,2024-06-26,09:12:59
716,2024-02-27,02:42:26
717,2024-11-10,19:56:56
718,2024-01-09,12:04:06
719,2024-10-31,02:38:43
720,2024-12-26,20:15:47
721,2024-01-23,14:14:34
722,2024-04-21,19:49:03
723,2024-03-12,15:18:14
724,2024-10-21,13:38:49
725,2024-12-10,19:15:19
726,2024-03-14,23:33:14
727,2024-07-30,12:03:35
728,2024-10-29,20:58:11
729,2024-11-16,18:35:31
730,2024-01-25,22:41:42
731,2024-07-14,19:20:44
732,2024-08-01,14:19:24
733,2024-04-04,19:30:15
734,2024-04-25,12:45:09
735,2024-08-25,21:35:26
736,2024-08-01,17:08:24
737,2024-05-04,12:21:41
738,2024-02-10,21:54:23
739,2024-02-17,16:53:12
740,2024-01-27,12:43:38
741,2024-11-04,02:04:12
742,2024-10-27,18:35:13
743,2024-09-02,11:58:21
744,2024-06-04,22:00:13
745,2024-04-07,22:07:47
746,2024-09-02,21:44:38
747,2024-12-26,11:58:15
748,2024-10-09,13:18:24
749,2024-08-26,16:22:19
750,2024-05-13,13:56:31
751,2024-08-26,06:46:30
752,2024-06-12,21:23:20
753,2024-07-30,02:55:14
754,2024-03-15,01:35:59
755,2024-10-26,17:26:18
756,2024-03-19,11:14:24
757,2024-10-18,20:31:35
758,2024-12-01,21:21:16
759,2024-09-07,22:41:47
760,2024-09-08,15:46:50
761,2024-06-29,10:46:34
762,2024-09-07,10:56:34
763,2024-11-24,22:33:02
764,2024-02-08,21:42:03
765,2024-01-04,14:53:40
766,2024-04-28,04:09:00
767,2024-04-21,15:23:03
768,2024-11-12,18:59:39
769,2024-09-04,18:01:00
770,2024-09-29,16:00:01
771,2024-09-28,18:34:18
772,2024-01-09,15:44:43
773,2024-08-08,19:58:11
774,2024-02-24,21:33:09
775,2024-05-03,11:33:16
776,2024-06-30,12:25:05
777,2024-07-10,22:29:36
778,2024-05-04,23:14:19
779,2024-12-16,20:05:41
780,2024-11-28,19:05:25
781,2024-07-13,13:30:03
782,2024-11-22,00:10:05
783,2024-09-12,20:41:50
784,2024-06-18,17:54:06
785,2024-09-27,21:14:13
786,2024-12-20,20:30:17
787,2024-01-24,21:43:59
788,2024-05-23,20:36:42
789,2024-01-17,10:54:20
790,2024-01-09,22:37:09
791,2024-12-30,19:59:04
792,2024-06-02,10:15:36
793,2024-07-18,18:34:21
794,2024-07-15,19:08:50
795,2024-12-18,18:32:47
796,2024-06-26,03:27:14
797,2024-02-08,13:49:39
798,2024-10-31,13:49:20
799,2024-01-16,17:50:28
800,2024-09-08,11:35:24
801,2024-08-09,10:37:42
802,2024-07-13,05:39:18
803,2024-05-06,18:05:17
804,2024-03-19,13:50:40
805,2024-03-19,19:20:23
806,2024-02-24,05:19:28
807,2024-07-03,19:06:08
808,2024-02-14,10:28:35
809,2024-10-11,16:06:01
810,2024-02-15,13:05:38
811,2024-11-02,19:55:24
812,2024-01-07,12:24:49
813,2024-02-13,18:35:57
814,2024-05-04,17:10:43
815,2024-07-13,10:17:19
816,2024-05-17,15:04:10
817,2024-08-10,12:19:30
818,2024-02-09,13:15:46
819,2024-11-16,15:39:12
820,2024-08-22,06:19:00
821,2024-07-21,13:39:24
822,2024-06-17,14:27:52
823,2024-11-29,22:08:19
824,2024-06-13,17:44:12
825,2024-09-02,12:25:20
826,2024-05-29,19:40:31
827,2024-10-21,19:20:24
828,2024-05-23,19:25:23
829,2024-02-28,21:12:37
830,2024-10-06,10:49:35
831,2024-01-14,22:29:45
832,2024-04-17,14:18:53
833,2024-12-20,04:54:50
834,2024-07-28,18:08:40
835,2024-06-04,12:42:09
836,2024-08-04,19:04:28
837,2024-11-02,15:25:34
838,2024-09-16,21:55:44
839,2024-08-02,16:50:23
840,2024-12-25,20:34:38
841,2024-11-22,21:06:49
842,2024-05-07,18:22:10
843,2024-11-27,17:36:41
844,2024-12-12,18:48:21
845,2024-08-08,06:06:16
846,2024-04-23,16:33:35
847,2024-10-24,18:14:28
848,2024-07-10,13:49:43
849,2024-10-28,18:09:22
850,2024-01-13,15:18:26
851,2024-02-13,07:46:09
852,2024-06-27,12:29:50
853,2024-04-15,16:22:30
854,2024-02-19,14:44:28
855,2024-06-12,04:02:51
856,2024-12-29,07:54:21
857,2024-11-27,06:51:10
858,2024-05-04,16:35:10
859,2024-06-18,17:29:14
860,2024-07-26,17:11:40
861,2024-12-02,14:01:47
862,2024-11-10,20:28:37
863,2024-08-07,13:45:13
864,2024-04-15,12:45:51
865,2024-02-02,17:51:55
866,2024-10-01,10:20:12
867,2024-08-22,07:42:55
868,2024-09-07,16:40:20
869,2024-11-01,13:25:37
870,2024-02-28,13:54:29
871,2024-11-12,10:43:45
872,2024-06-01,21:37:05
873,2024-12-10,08:07:15
874,2024-06-05,07:23:44
875,2024-03-13,16:26:38
876,2024-03-11,17:27:11
877,2024-09-06,18:44:58
878,2024-11-26,21:11:35
879,2024-03-26,15:08:11
880,2024-06-10,20:39:03
881,2024-07-02,21:31:08
882,2024-04-09,19:35:32
883,2024-11-30,15:43:31
884,2024-07-31,18:28:31
885,2024-03-26,05:01:50
886,2024-04-22,12:17:14
887,2024-10-02,12:49:29
888,2024-10-16,19:49:31
889,2024-10-08,16:36:07
890,2024-05-17,19:52:23
891,2024-10-04,19:02:48
892,2024-08-13,16:27:06
893,2024-11-30,19:19:55
894,2024-01-17,14:22:55
895,2024-02-14,14:07:49
896,2024-05-01,11:47:37
897,2024-12-18,13:45:39
898,2024-11-19,14:39:08
899,2024-04-15,19:51:03
900,2024-10-18,13:17:38
901,2024-10-02,10:45:18
902,2024-05-28,17:54:32
903,2024-12-13,19:08:48
904,2024-07-29,21:17:55
905,2024-12-01,07:55:08
906,2024-05-07,09:20:53
907,2024-05-06,19:43:25
908,2024-09-07,08:40:17
909,2024-11-17,14:28:04
910,2024-11-20,19:49:05
911,2024-07-25,16:17:44
912,2024-07-07,14:31:20
913,2024-10-24,00:49:54
914,2024-02-17,19:29:40
915,2024-12-06,18:54:04
916,2024-09-30,14:27:52
917,2024-04-18,15:20:53
918,2024-05-25,13:36:08
919,2024-10-16,20:50:21
920,2024-12-15,19:02:06
921,2024-11-16,19:29:01
922,2024-03-04,21:10:28
923,2024-08-21,00:27:12
924,2024-12-18,21:56:41
925,2024-06-03,10:59:56
926,2024-05-20,05:23:16
927,2024-02-12,13:57:41
928,2024-03-25,03:40:19
929,2024-12-24,19:27:41
930,2024-02-16,18:00:13
931,2024-09-01,04:37:14
932,2024-09-22,18:00:00
